id,referrer_user_id,referree_user_id,created_at,deleted_at
913,899,409,2022-02-22,
914,2223,2920,2022-02-24,
915,653,1703,2022-02-22,
916,815,530,2022-02-21,
917,963,438,2022-03-02,
918,1537,2998,2022-02-24,
919,2793,674,2022-02-21,
920,2379,1277,2022-03-02,
921,2414,418,2022-02-26,
922,1127,1744,2022-02-27,
923,2461,2628,2022-02-26,
924,345,2933,2022-02-28,
925,1369,1417,2022-02-28,
926,1913,1145,2022-02-23,
927,2567,2333,2022-02-26,
928,2412,218,2022-02-23,
929,1433,2633,2022-02-26,
930,1308,1290,2022-02-27,
931,374,382,2022-02-28,
932,950,2019,2022-02-22,
933,897,2608,2022-03-02,
934,2375,821,2022-02-21,
935,2343,564,2022-02-23,
936,1600,199,2022-02-21,
937,291,1944,2022-03-01,
938,2610,1067,2022-02-22,
939,802,2194,2022-03-01,
940,1258,2098,2022-02-24,
941,2191,1505,2022-02-26,
942,2610,2430,2022-02-22,
943,1365,271,2022-03-02,
944,95,707,2022-03-01,
945,1741,1366,2022-02-21,
946,340,2933,2022-02-28,
947,868,666,2022-03-02,
948,2425,1315,2022-02-27,
949,1145,1521,2022-02-23,
950,2019,2799,2022-02-26,
951,1025,425,2022-02-23,
952,367,564,2022-02-27,
953,429,2839,2022-02-25,
954,2846,2839,2022-02-26,
955,1363,1706,2022-02-24,
956,2847,2689,2022-02-24,
957,598,1611,2022-03-01,
958,2566,1753,2022-02-23,
959,2571,597,2022-02-22,
960,1450,1779,2022-03-01,
961,792,2761,2022-02-28,
962,1112,1677,2022-02-23,
963,15,2474,2022-02-21,
964,2024,1846,2022-02-28,
965,482,381,2022-02-21,
966,800,972,2022-02-28,
967,2028,552,2022-03-01,
968,824,373,2022-03-01,
969,2514,2098,2022-02-28,
970,334,885,2022-03-01,
971,1994,2273,2022-02-28,
972,1478,2416,2022-02-21,
973,2446,187,2022-02-22,
974,1922,1422,2022-02-21,
975,2115,2333,2022-03-02,
976,815,2885,2022-02-28,
977,1566,1363,2022-02-24,
978,2575,1799,2022-02-27,
979,178,2377,2022-02-21,
980,1838,850,2022-02-28,
981,1707,1056,2022-02-21,
982,2994,1899,2022-03-01,
983,2417,2672,2022-03-01,
984,716,460,2022-02-24,
985,2417,1486,2022-02-24,
986,951,2707,2022-02-21,
987,2599,2428,2022-02-26,
988,1133,667,2022-02-27,
989,2204,1992,2022-02-23,
990,2553,1323,2022-03-01,
991,662,2234,2022-02-23,
992,2353,1027,2022-02-23,
993,1700,2131,2022-02-24,
994,1086,1323,2022-03-02,
995,1794,2052,2022-02-27,
996,1062,881,2022-02-24,
997,768,2180,2022-02-22,
998,1800,2378,2022-02-25,
999,2213,2536,2022-02-24,
1000,1657,2515,2022-02-28,
1001,2151,1917,2022-02-25,
1002,1293,1909,2022-02-22,
1003,2448,1461,2022-02-28,
1004,449,2071,2022-02-26,
1005,126,887,2022-02-24,
1006,1609,1592,2022-02-27,
1007,140,1172,2022-02-23,
1008,1767,1089,2022-02-28,
1009,1977,668,2022-02-26,
1010,2317,2837,2022-02-24,
1011,1144,2917,2022-02-24,
1012,2725,1978,2022-02-23,
1013,994,1879,2022-02-27,
1014,2071,1826,2022-03-02,
1015,762,2501,2022-02-27,
1016,658,54,2022-02-25,
1017,1150,2070,2022-02-24,
1018,946,419,2022-02-21,
1019,1085,140,2022-02-24,
1020,735,2725,2022-02-23,
1021,1865,642,2022-02-23,
1022,375,323,2022-02-21,
1023,1202,77,2022-02-28,
1024,1943,2281,2022-02-21,
1025,1742,1739,2022-02-21,
1026,2473,365,2022-02-22,
1027,1723,790,2022-02-23,
1028,2711,2215,2022-02-28,
1029,2241,1238,2022-02-23,
1030,1879,1239,2022-02-23,
1031,1050,1516,2022-03-01,
1032,2952,2616,2022-02-26,
1033,2091,1641,2022-02-28,
1034,1882,2745,2022-02-22,
1035,2856,2826,2022-02-28,
1036,2000,2330,2022-02-26,
1037,1583,2234,2022-03-01,
1038,1142,2327,2022-02-28,
1039,1486,2757,2022-02-23,
1040,1133,2253,2022-03-02,
1041,2863,1409,2022-02-24,
1042,1394,1788,2022-02-23,
1043,2962,2939,2022-03-01,
1044,1863,2482,2022-03-01,
1045,1576,1871,2022-02-27,
1046,2207,520,2022-02-23,
1047,1785,2438,2022-02-24,
1048,835,1731,2022-02-25,
1049,604,1826,2022-02-25,
1050,959,2407,2022-02-22,
1051,2526,1225,2022-02-23,
1052,2544,1769,2022-03-01,
1053,2541,258,2022-03-01,
1054,2070,2857,2022-02-27,
1055,2285,871,2022-02-27,
1056,2012,1002,2022-02-26,
1057,1020,861,2022-02-25,
1058,1165,797,2022-02-23,
1059,2428,600,2022-02-26,
1060,691,1657,2022-02-21,
1061,1268,2216,2022-02-26,
1062,977,2769,2022-02-22,
1063,542,639,2022-03-01,
1064,2030,245,2022-02-28,
1065,2731,2347,2022-03-01,
1066,920,411,2022-02-21,
1067,2207,1131,2022-02-27,
1068,1581,1247,2022-02-22,
1069,2731,262,2022-02-24,
1070,2112,304,2022-02-25,
1071,520,1134,2022-02-24,
1072,78,2082,2022-03-02,
1073,611,335,2022-02-26,
1074,2044,449,2022-02-21,
1075,2029,1012,2022-02-28,
1076,1838,1055,2022-02-21,
1077,306,1108,2022-03-01,
1078,1150,12,2022-03-01,
1079,2807,861,2022-02-27,
1080,2550,686,2022-02-27,
1081,762,29,2022-02-24,
1082,1425,2417,2022-03-01,
1083,833,1902,2022-02-21,
1084,2837,339,2022-02-22,
1085,2496,259,2022-02-23,
1086,2803,2389,2022-02-24,
1087,2856,140,2022-02-21,
1088,1848,2027,2022-02-22,
1089,2353,262,2022-02-22,
1090,2570,1133,2022-02-27,
1091,283,1969,2022-02-24,
1092,212,2544,2022-02-25,
1093,1142,2389,2022-02-23,
1094,692,2192,2022-02-24,
1095,588,164,2022-02-25,
1096,1799,2863,2022-02-23,
1097,355,2521,2022-02-25,
1098,2897,526,2022-02-23,
1099,826,790,2022-02-22,
1100,2668,1743,2022-02-26,
1101,1657,1033,2022-02-25,
1102,1220,555,2022-02-23,
1103,629,1012,2022-03-01,
1104,131,948,2022-02-25,
1105,56,944,2022-02-28,
1106,604,1700,2022-02-21,
1107,109,1143,2022-02-26,
1108,2845,1238,2022-02-24,
1109,1957,2071,2022-03-01,
1110,1835,835,2022-02-23,
1111,503,1239,2022-02-26,
1112,2432,437,2022-02-28,
1113,1700,1912,2022-02-22,
1114,1160,2198,2022-02-28,
1115,710,1558,2022-02-22,
1116,2113,2315,2022-03-01,
1117,225,56,2022-02-27,
1118,2916,2221,2022-02-22,
1119,556,1562,2022-02-28,
1120,2528,178,2022-02-21,
1121,427,390,2022-02-22,
1122,88,2678,2022-02-26,
1123,1969,411,2022-02-24,
1124,2562,1762,2022-02-27,
1125,1140,1387,2022-02-21,
1126,2910,1560,2022-02-27,
1127,1011,2751,2022-02-27,
1128,2717,2976,2022-02-22,
1129,1427,609,2022-02-28,
1130,1634,1815,2022-02-22,
1131,132,600,2022-03-02,
1132,2034,2029,2022-02-24,
1133,2751,877,2022-02-27,
1134,115,1146,2022-02-26,
1135,774,978,2022-03-02,
1136,1259,608,2022-03-01,
1137,2911,25,2022-02-22,
1138,1862,2745,2022-02-23,
1139,444,2358,2022-02-22,
1140,1143,1627,2022-02-28,
1141,1176,2745,2022-03-01,
1142,2030,1853,2022-02-26,
1143,335,1815,2022-02-22,
1144,569,960,2022-03-01,
1145,633,1136,2022-02-22,
1146,1383,1958,2022-02-22,
1147,538,1118,2022-02-27,
1148,1405,1146,2022-02-24,
1149,1848,2952,2022-02-28,
1150,2464,2317,2022-02-26,
1151,2616,1033,2022-02-26,
1152,122,2489,2022-02-26,
1153,1387,960,2022-03-02,
1154,2864,2624,2022-02-26,
1155,1731,1949,2022-02-24,
1156,1885,272,2022-02-25,
1157,2240,2241,2022-03-01,
1158,908,1851,2022-03-02,
1159,1862,2851,2022-02-24,
1160,2845,1784,2022-03-02,
1161,377,2716,2022-02-26,
1162,1031,2423,2022-02-28,
1163,1906,994,2022-02-21,
1164,2193,1954,2022-02-21,
1165,1011,2845,2022-02-24,
1166,700,1878,2022-03-01,
1167,1020,1165,2022-02-26,
1168,919,362,2022-03-01,
1169,2468,1486,2022-02-26,
1170,2052,2332,2022-02-26,
1171,1800,2520,2022-02-27,
1172,2834,335,2022-03-01,
1173,227,1518,2022-02-28,
1174,2876,2569,2022-02-24,
1175,2711,1391,2022-03-01,
1176,844,502,2022-02-21,
1177,526,1700,2022-02-23,
1178,1419,2347,2022-03-01,
1179,1144,1557,2022-02-26,
1180,1691,2911,2022-03-01,
1181,1022,2936,2022-02-27,
1182,1634,797,2022-02-26,
1183,2892,1242,2022-02-28,
1184,2001,2947,2022-02-21,
1185,1751,944,2022-02-26,
1186,1667,1454,2022-02-26,
1187,1456,1138,2022-03-01,
1188,344,1311,2022-02-22,
1189,1862,1847,2022-02-24,
1190,1046,2703,2022-02-28,
1191,2475,1710,2022-02-26,
1192,2033,2749,2022-02-27,
1193,2807,375,2022-02-23,
1194,1357,2207,2022-02-22,
1195,1031,1692,2022-02-26,
1196,269,898,2022-03-01,
1197,120,1134,2022-02-28,
1198,1954,503,2022-02-21,
1199,2121,2884,2022-02-22,
1200,1186,81,2022-03-01,
1201,1199,1298,2022-02-26,
1202,1361,985,2022-02-22,
1203,632,2215,2022-03-02,
1204,2030,365,2022-02-27,
1205,126,2193,2022-02-28,
1206,2353,129,2022-02-23,
1207,631,766,2022-02-23,
1208,1742,2797,2022-02-25,
1209,1318,594,2022-02-23,
1210,1134,1848,2022-02-25,
1211,559,555,2022-02-24,
1212,908,1560,2022-03-02,
1213,339,1150,2022-03-01,
1214,2517,1888,2022-03-01,
1215,2327,25,2022-02-28,
1216,639,1992,2022-02-21,
1217,2902,2201,2022-02-27,
1218,227,556,2022-02-22,
1219,1030,1576,2022-02-26,
1220,2976,2826,2022-02-23,
1221,1134,877,2022-02-25,
1222,735,259,2022-02-28,
1223,2200,1105,2022-02-28,
1224,2405,510,2022-02-26,
1225,924,2277,2022-02-22,
1226,609,1388,2022-02-23,
1227,2601,557,2022-03-01,
1228,2340,1949,2022-03-02,
1229,1265,2269,2022-02-25,
1230,1133,2708,2022-02-25,
1231,2444,355,2022-02-21,
1232,1104,2033,2022-02-27,
1233,2515,1056,2022-02-26,
1234,1033,1020,2022-02-21,
1235,1458,64,2022-02-26,
1236,459,2361,2022-02-27,
1237,2982,1762,2022-02-24,
1238,306,2873,2022-03-02,
1239,2845,115,2022-02-22,
1240,2553,2246,2022-03-02,
1241,2407,2918,2022-02-27,
1242,1092,362,2022-03-01,
1243,2668,1897,2022-02-28,
1244,2526,1479,2022-02-27,
1245,1239,245,2022-02-23,
1246,2323,1105,2022-02-23,
1247,639,1058,2022-02-24,
1248,300,2358,2022-02-23,
1249,1031,116,2022-02-28,
1250,90,2863,2022-02-22,
1251,1427,1030,2022-02-25,
1252,2448,2283,2022-02-27,
1253,2234,1716,2022-02-28,
1254,1108,1921,2022-02-23,
1255,2347,2725,2022-02-25,
1256,2200,1601,2022-02-23,
1257,1461,1751,2022-02-28,
1258,556,1202,2022-02-26,
1259,1634,145,2022-02-25,
1260,716,1142,2022-02-24,
1261,1012,148,2022-02-21,
1262,2861,1133,2022-02-23,
1263,2489,692,2022-02-21,
1264,377,2265,2022-02-27,
1265,2377,2359,2022-02-23,
1266,225,2896,2022-03-02,
1267,2591,1859,2022-02-21,
1268,1921,2327,2022-03-01,
1269,1953,1784,2022-03-02,
1270,1605,1229,2022-03-02,
1271,949,790,2022-02-21,
1272,2570,1726,2022-02-28,
1273,32,2060,2022-02-21,
1274,2940,1627,2022-03-02,
1275,1592,1165,2022-02-21,
1276,2936,1058,2022-02-22,
1277,1897,388,2022-02-21,
1278,1002,58,2022-02-23,
1279,2221,1697,2022-02-21,
1280,1930,651,2022-02-22,
1281,2976,1356,2022-02-22,
1282,145,29,2022-02-26,
1283,609,377,2022-02-21,
1284,1961,994,2022-02-22,
1285,2163,169,2022-02-26,
1286,1549,1549,2022-02-21,
1287,2726,1866,2022-03-02,
1288,2253,1164,2022-03-02,
1289,120,510,2022-02-28,
1290,549,1275,2022-03-02,
1291,2464,388,2022-02-22,
1292,2982,1835,2022-02-23,
1293,256,2213,2022-02-23,
1294,1142,257,2022-02-23,
1295,639,2097,2022-03-01,
1296,1693,2870,2022-02-28,
1297,164,2417,2022-02-25,
1298,411,1193,2022-02-24,
1299,1958,2672,2022-02-23,
1300,116,2726,2022-02-22,
1301,1387,1773,2022-02-23,
1302,2751,1256,2022-02-23,
1303,2373,2803,2022-03-01,
1304,2618,263,2022-02-25,
1305,1037,1144,2022-03-02,
1306,2916,510,2022-02-28,
1307,1902,1693,2022-02-23,
1308,1592,2861,2022-03-02,
1309,449,2185,2022-02-25,
1310,608,1374,2022-02-28,
1311,855,1128,2022-02-25,
1312,2055,1888,2022-02-23,
1313,2017,102,2022-02-27,
1314,907,1871,2022-02-25,
1315,1619,396,2022-02-26,
1316,102,411,2022-02-24,
1317,1394,2777,2022-02-24,
1318,686,1031,2022-02-27,
1319,1172,2625,2022-02-26,
1320,1845,2113,2022-02-28,
1321,2725,1826,2022-03-02,
1322,151,2389,2022-02-21,
1323,1057,2029,2022-02-27,
1324,2965,2917,2022-02-25,
1325,2146,1150,2022-02-25,
1326,866,1065,2022-02-23,
1327,1977,263,2022-02-22,
1328,2873,790,2022-02-27,
1329,1295,890,2022-02-25,
1330,1020,2131,2022-02-28,
1331,1164,1816,2022-02-22,
1332,651,1609,2022-02-23,
1333,2837,909,2022-02-25,
1334,2253,459,2022-02-27,
1335,2432,2029,2022-02-24,
1336,2012,2952,2022-02-27,
1337,1265,1020,2022-02-25,
1338,1697,2936,2022-02-26,
1339,1164,2035,2022-02-21,
1340,2464,484,2022-03-01,
1341,2192,949,2022-02-21,
1342,1515,2672,2022-02-25,
1343,2892,667,2022-02-28,
1344,1615,1458,2022-02-27,
1345,1850,1033,2022-02-23,
1346,2012,2351,2022-02-21,
1347,1909,1329,2022-02-26,
1348,103,2725,2022-02-23,
1349,960,323,2022-02-27,
1350,4,1851,2022-02-22,
1351,2036,1558,2022-02-25,
1352,844,2616,2022-02-23,
1353,555,2129,2022-03-01,
1354,983,1068,2022-02-26,
1355,2035,263,2022-03-01,
1356,1143,2146,2022-02-27,
1357,126,1705,2022-02-25,
1358,283,768,2022-02-28,
1359,259,2241,2022-02-26,
1360,1374,2001,2022-02-22,
1361,2012,2393,2022-02-23,
1362,2725,608,2022-02-26,
1363,1726,542,2022-02-23,
1364,1142,1199,2022-02-24,
1365,2624,363,2022-02-23,
1366,2947,79,2022-02-28,
1367,503,1853,2022-02-26,
1368,1949,732,2022-02-22,
1369,1815,2668,2022-03-01,
1370,1356,556,2022-03-02,
1371,252,1387,2022-02-28,
1372,2012,2399,2022-03-02,
1373,2034,841,2022-02-25,
1374,283,245,2022-02-21,
1375,2417,2837,2022-02-21,
1376,978,115,2022-02-23,
1377,2351,344,2022-02-25,
1378,1684,2082,2022-02-25,
1379,2936,427,2022-02-28,
1380,2668,609,2022-02-26,
1381,1056,2317,2022-02-28,
1382,2099,396,2022-03-02,
1383,985,2475,2022-03-01,
1384,502,1009,2022-02-22,
1385,1855,588,2022-02-28,
1386,1318,1516,2022-02-21,
1387,1275,375,2022-02-23,
1388,131,983,2022-02-26,
1389,2496,985,2022-03-02,
1390,1723,103,2022-03-02,
1391,2036,185,2022-02-25,
1392,1601,1693,2022-02-28,
1393,1239,2884,2022-02-26,
1394,2269,35,2022-02-24,
1395,1666,2655,2022-02-27,
1396,1684,1835,2022-02-24,
1397,2097,2716,2022-02-27,
1398,289,140,2022-03-02,
1399,526,1921,2022-02-26,
1400,594,2012,2022-02-21,
1401,1419,2562,2022-02-27,
1402,1855,2091,2022-03-01,
1403,2438,695,2022-02-23,
1404,306,257,2022-02-21,
1405,1847,559,2022-02-28,
1406,1963,1134,2022-02-26,
1407,866,737,2022-02-24,
1408,1851,682,2022-02-21,
1409,1114,185,2022-02-23,
1410,1295,951,2022-02-27,
1411,1357,1009,2022-03-01,
1412,388,827,2022-02-28,
1413,65,2444,2022-02-21,
1414,1329,2052,2022-02-23,
1415,2863,1136,2022-02-26,
1416,550,1965,2022-02-26,
1417,2726,406,2022-02-28,
1418,1027,1033,2022-02-26,
1419,2918,1885,2022-02-26,
1420,2263,919,2022-03-01,
1421,2377,1879,2022-02-23,
1422,2763,484,2022-03-01,
1423,185,510,2022-02-23,
1424,1021,145,2022-02-21,
1425,2521,1394,2022-02-27,
1426,1275,1572,2022-02-24,
1427,2323,388,2022-02-21,
1428,1865,2378,2022-02-27,
1429,2971,2803,2022-02-24,
1430,2201,131,2022-02-25,
1431,1033,1581,2022-02-21,
1432,2193,2184,2022-02-22,
1433,1516,2221,2022-03-02,
1434,2717,2221,2022-02-24,
1435,256,58,2022-03-02,
1436,631,1773,2022-03-02,
1437,1866,2918,2022-02-27,
1438,1259,102,2022-03-01,
1439,1295,833,2022-03-01,
1440,2185,2807,2022-02-22,
1441,64,948,2022-02-23,
1442,1557,1291,2022-02-28,
1443,663,2315,2022-02-25,
1444,1402,668,2022-03-01,
1445,2672,1879,2022-02-28,
1446,2751,866,2022-02-26,
1447,10,195,2022-03-02,
1448,848,1560,2022-02-23,
1449,1150,1114,2022-02-28,
1450,1751,1225,2022-02-24,
1451,1096,2389,2022-02-24,
1452,437,1743,2022-02-27,
1453,600,1831,2022-02-22,
1454,944,642,2022-02-27,
1455,1895,2283,2022-03-01,
1456,980,1265,2022-02-26,
1457,1057,2841,2022-03-01,
1458,2536,2668,2022-02-23,
1459,1560,2214,2022-02-28,
1460,1847,841,2022-03-02,
1461,1037,716,2022-02-26,
1462,1482,2154,2022-02-22,
1463,655,77,2022-03-02,
1464,2707,1489,2022-02-22,
1465,1550,258,2022-02-28,
1466,2833,1619,2022-02-23,
1467,2195,960,2022-02-22,
1468,1176,2030,2022-03-01,
1469,102,2528,2022-02-26,
1470,949,2035,2022-02-25,
1471,2193,437,2022-02-24,
1472,2845,2034,2022-02-28,
1473,1937,1056,2022-02-24,
1474,1056,148,2022-02-28,
1475,1165,2570,2022-02-26,
1476,658,1943,2022-03-01,
1477,449,2012,2022-02-21,
1478,1601,2731,2022-02-21,
1479,2407,2464,2022-03-02,
1480,1878,384,2022-02-24,
1481,2031,1868,2022-02-26,
1482,32,2034,2022-02-27,
1483,2807,807,2022-02-22,
1484,330,2976,2022-02-21,
1485,2549,503,2022-02-27,
1486,1486,2468,2022-02-28,
1487,2624,2616,2022-02-27,
1488,1700,2873,2022-02-26,
1489,1667,813,2022-02-23,
1490,2241,2731,2022-02-25,
1491,2202,2330,2022-02-24,
1492,920,2259,2022-02-28,
1493,907,1225,2022-03-02,
1494,813,2833,2022-02-28,
1495,841,1899,2022-02-24,
1496,2246,419,2022-02-28,
1497,35,695,2022-03-02,
1498,827,1305,2022-02-21,
1499,1225,1160,2022-02-28,
1500,2051,1108,2022-02-28,
1501,178,1859,2022-02-28,
1502,2129,2215,2022-02-23,
1503,1705,2259,2022-02-21,
1504,344,813,2022-03-02,
1505,2982,2807,2022-02-24,
1506,2624,1142,2022-02-28,
1507,569,1784,2022-02-22,
1508,1031,120,2022-03-02,
1509,365,2994,2022-02-23,
1510,1164,2897,2022-02-25,
1511,2036,1607,2022-03-01,
1512,550,1773,2022-02-24,
1513,502,737,2022-02-28,
1514,1558,1612,2022-02-24,
1515,946,1788,2022-02-26,
1516,1265,1374,2022-02-21,
1517,965,725,2022-02-23,
1518,2549,1885,2022-03-01,
1519,1050,1743,2022-02-27,
1520,2027,2526,2022-02-21,
1521,1538,1557,2022-02-22,
1522,98,1340,2022-02-22,
1523,2683,2570,2022-03-01,
1524,2207,227,2022-02-24,
1525,54,1816,2022-02-23,
1526,2448,2716,2022-02-25,
1527,2377,2994,2022-02-25,
1528,1667,2332,2022-02-28,
1529,1065,2084,2022-03-02,
1530,2146,1684,2022-02-26,
1531,1666,639,2022-02-23,
1532,1605,2207,2022-02-25,
1533,2857,2838,2022-02-26,
1534,116,691,2022-02-28,
1535,854,1751,2022-02-21,
1536,559,2007,2022-02-21,
1537,1912,1186,2022-02-26,
1538,419,103,2022-03-02,
1539,1347,2032,2022-02-22,
1540,2281,1326,2022-03-02,
1541,2330,827,2022-02-21,
1542,1143,4,2022-02-24,
1543,2319,1489,2022-02-27,
1544,854,2052,2022-03-01,
1545,813,2994,2022-02-24,
1546,1391,608,2022-02-27,
1547,1545,258,2022-03-01,
1548,2263,1419,2022-03-01,
1549,766,887,2022-02-22,
1550,1203,572,2022-02-26,
1551,2873,459,2022-02-23,
1552,2625,2417,2022-02-27,
1553,244,563,2022-02-28,
1554,1979,56,2022-03-01,
1555,259,946,2022-02-23,
1556,2389,1229,2022-02-27,
1557,2378,1788,2022-02-21,
1558,557,2473,2022-02-22,
1559,2121,2940,2022-02-25,
1560,2073,2939,2022-02-26,
1561,318,363,2022-02-23,
1562,58,2017,2022-03-02,
1563,1609,827,2022-02-27,
1564,2036,555,2022-02-25,
1565,588,1062,2022-02-24,
1566,2421,1037,2022-02-26,
1567,2911,2277,2022-02-28,
1568,2526,1461,2022-03-02,
1569,1897,318,2022-02-28,
1570,1847,65,2022-02-22,
1571,1345,1707,2022-02-25,
1572,2475,1969,2022-02-21,
1573,2241,924,2022-02-26,
1574,794,797,2022-02-27,
1575,444,2873,2022-02-22,
1576,1140,557,2022-02-21,
1577,2534,1693,2022-02-27,
1578,1906,1868,2022-02-24,
1579,1384,1318,2022-02-24,
1580,1545,283,2022-02-28,
1581,1441,1388,2022-02-27,
1582,983,375,2022-02-28,
1583,2403,58,2022-03-01,
1584,2835,975,2022-02-27,
1585,2464,1046,2022-02-27,
1586,1545,2264,2022-03-01,
1587,1785,2918,2022-02-28,
1588,1762,2185,2022-02-21,
1589,2496,2534,2022-03-01,
1590,2925,2940,2022-02-21,
1591,1268,2526,2022-02-24,
1592,2515,2683,2022-02-25,
1593,2837,668,2022-02-22,
1594,1850,2562,2022-02-27,
1595,1879,2672,2022-02-21,
1596,2475,1065,2022-03-01,
1597,365,588,2022-02-22,
1598,2515,2266,2022-02-24,
1599,1035,29,2022-02-22,
1600,2916,1405,2022-03-01,
1601,1853,2711,2022-02-21,
1602,2884,2876,2022-02-25,
1603,148,2777,2022-03-01,
1604,1879,2741,2022-02-23,
1605,1425,2708,2022-02-27,
1606,1118,155,2022-02-25,
1607,2423,898,2022-02-24,
1608,1723,116,2022-02-28,
1609,2407,1550,2022-03-01,
1610,965,608,2022-02-27,
1611,658,2347,2022-03-01,
1612,1657,978,2022-02-27,
1613,2861,90,2022-03-02,
1614,2994,960,2022-03-01,
1615,2835,2534,2022-02-23,
1616,2925,994,2022-02-25,
1617,555,2378,2022-02-28,
1618,1879,1912,2022-03-01,
1619,854,1693,2022-02-24,
1620,1916,1961,2022-03-01,
1621,871,1902,2022-02-26,
1622,2894,388,2022-03-02,
1623,2221,131,2022-02-21,
1624,377,51,2022-02-22,
1625,833,116,2022-02-23,
1626,1118,151,2022-02-26,
1627,2870,2258,2022-02-26,
1628,2403,710,2022-02-28,
1629,2553,1612,2022-02-28,
1630,1560,1275,2022-02-21,
1631,966,2259,2022-02-25,
1632,1855,2258,2022-02-25,
1633,2185,1881,2022-02-28,
1634,2438,2017,2022-02-21,
1635,949,2681,2022-02-22,
1636,1788,959,2022-02-24,
1637,2910,975,2022-02-24,
1638,2686,738,2022-02-22,
1639,1641,2857,2022-02-27,
1640,2221,1055,2022-02-23,
1641,2549,1345,2022-02-23,
1642,735,1172,2022-02-24,
1643,768,890,2022-02-21,
1644,1340,1033,2022-03-02,
1645,582,2308,2022-02-23,
1646,975,1298,2022-02-25,
1647,54,725,2022-03-02,
1648,2216,1538,2022-02-22,
1649,2330,1140,2022-02-28,
1650,2708,2955,2022-02-28,
1651,232,702,2022-02-25,
1652,980,1347,2022-02-21,
1653,25,632,2022-03-02,
1654,35,1800,2022-02-24,
1655,245,2405,2022-02-28,
1656,82,2838,2022-02-24,
1657,1866,735,2022-03-02,
1658,2777,263,2022-02-28,
1659,861,2405,2022-02-25,
1660,256,2708,2022-03-02,
1661,2377,2962,2022-02-24,
1662,2332,2672,2022-02-24,
1663,940,64,2022-02-23,
1664,2834,2835,2022-02-26,
1665,2976,2265,2022-02-23,
1666,924,1454,2022-02-24,
1667,1089,572,2022-02-26,
1668,2259,1583,2022-03-02,
1669,2378,2353,2022-02-26,
1670,2995,2918,2022-02-23,
1671,946,1710,2022-03-01,
1672,2501,1882,2022-02-28,
1673,1777,1164,2022-03-02,
1674,1037,1134,2022-03-02,
1675,1031,2315,2022-03-02,
1676,1238,2562,2022-02-26,
1677,1140,2553,2022-02-24,
1678,1048,556,2022-02-24,
1679,1454,2071,2022-02-25,
1680,155,2438,2022-02-22,
1681,1092,2681,2022-03-02,
1682,2708,2521,2022-02-26,
1683,1572,2845,2022-02-28,
1684,737,866,2022-02-25,
1685,2087,639,2022-03-01,
1686,1916,1788,2022-02-23,
1687,2884,411,2022-02-22,
1688,140,1865,2022-03-02,
1689,1788,2438,2022-02-22,
1690,1035,2091,2022-02-25,
1691,1402,1550,2022-02-26,
1692,1046,2711,2022-02-22,
1693,1592,1002,2022-02-28,
1694,887,1114,2022-03-02,
1695,1031,2015,2022-02-26,
1696,2550,396,2022-02-28,
1697,1298,652,2022-02-28,
1698,2726,1716,2022-03-01,
1699,1897,725,2022-02-28,
1700,933,2444,2022-02-26,
1701,2655,1665,2022-02-21,
1702,147,2731,2022-02-26,
1703,25,2845,2022-02-25,
1704,807,411,2022-03-02,
1705,944,841,2022-02-22,
1706,2856,1605,2022-02-22,
1707,1583,1538,2022-02-25,
1708,2007,1108,2022-03-02,
1709,1897,1619,2022-02-21,
1710,1539,2071,2022-03-02,
1711,2570,459,2022-02-28,
1712,2373,87,2022-03-01,
1713,2489,2259,2022-02-25,
1714,2200,2265,2022-02-28,
1715,388,2112,2022-02-28,
1716,1788,1576,2022-02-23,
1717,2856,1249,2022-02-28,
1718,1759,2036,2022-02-25,
1719,1265,1225,2022-02-21,
1720,1916,668,2022-02-23,
1721,569,1035,2022-03-01,
1722,190,362,2022-03-02,
1723,1794,78,2022-02-28,
1724,1172,377,2022-02-25,
1725,225,679,2022-02-28,
1726,549,1146,2022-02-24,
1727,2655,2269,2022-02-26,
1728,1549,2240,2022-02-28,
1729,2377,655,2022-03-02,
1730,151,2562,2022-03-02,
1731,2763,502,2022-02-24,
1732,2894,1953,2022-03-02,
1733,555,1144,2022-02-25,
1734,1581,2271,2022-02-26,
1735,136,411,2022-02-23,
1736,1383,1560,2022-02-23,
1737,695,1458,2022-02-28,
1738,2751,2703,2022-02-28,
1739,2501,503,2022-03-01,
1740,244,1665,2022-02-24,
1741,117,1853,2022-02-26,
1742,975,2265,2022-02-23,
1743,980,1518,2022-02-22,
1744,1499,2807,2022-02-21,
1745,1601,1692,2022-02-23,
1746,2001,2036,2022-02-27,
1747,2601,355,2022-02-24,
1748,919,33,2022-02-26,
1749,1560,1958,2022-03-01,
1750,2315,1665,2022-02-26,
1751,122,1056,2022-02-28,
1752,1751,2851,2022-02-22,
1753,2976,1831,2022-02-28,
1754,538,2315,2022-02-26,
1755,655,4,2022-02-25,
1756,2886,2668,2022-02-27,
1757,945,1954,2022-02-26,
1758,2444,1909,2022-03-02,
1759,2215,2902,2022-02-25,
1760,2234,1295,2022-02-24,
1761,2496,1058,2022-02-22,
1762,0,631,2022-02-21,
1763,502,700,2022-02-24,
1764,2202,1868,2022-02-24,
1765,738,557,2022-02-27,
1766,1021,1014,2022-02-24,
1767,1176,663,2022-02-28,
1768,2757,145,2022-02-24,
1769,1239,1068,2022-02-28,
1770,2033,1838,2022-02-22,
