id,ad_owner_id,buyer_user_id,ad_id,sold_price,created_at
1320,1131,671,65277,641,2019-04-29 16:05:12.747557
1321,819,2946,62778,769,2017-06-11 20:40:36.804149
1322,113,589,63588,676,2016-06-11 15:09:59.451466
1323,1544,94,60655,837,2020-06-18 11:27:04.197732
1324,2964,2224,56925,613,2020-07-02 10:05:28.982744
1325,203,873,83592,711,2017-04-14 10:21:51.181933
1326,1539,621,82892,579,2018-07-15 10:00:03.483962
1327,2344,2690,61788,535,2020-07-13 20:53:02.592219
1328,1152,1753,96627,656,2021-01-05 13:24:48.198922
1329,977,1704,62664,667,2016-04-29 11:15:53.879765
1330,1042,15,63680,667,2019-05-29 17:13:57.957361
1331,711,386,82845,601,2017-07-03 11:30:57.038165
1332,2022,2243,82399,609,2016-05-14 10:16:14.800728
1333,1411,330,95892,600,2016-07-13 10:04:27.221115
1334,2574,2725,84528,735,2020-11-21 09:57:35.016530
1335,2920,1095,61123,568,2018-12-12 20:11:40.631940
1336,1736,1649,82120,547,2020-07-24 21:34:19.965941
1337,1952,2435,83380,753,2016-11-26 18:08:00.402825
1338,2907,887,57184,703,2017-01-25 17:29:08.992098
1339,986,1905,95622,725,2018-02-24 16:36:52.843014
1340,1026,228,90629,716,2018-06-18 10:58:49.972989
1341,19,1870,89167,625,2017-05-30 13:20:07.617709
1342,2362,795,99731,707,2016-05-03 08:44:52.708634
1343,2659,1511,91949,626,2018-06-22 13:41:44.487096
1344,113,2076,73220,659,2017-11-14 13:53:42.558119
1345,376,1170,59134,705,2018-09-04 11:51:33.853436
1346,1575,30,86906,754,2020-06-15 12:30:47.817684
1347,1470,891,86886,802,2017-06-16 21:47:31.801691
1348,1606,296,70672,586,2017-06-15 12:30:33.275568
1349,817,1075,53026,641,2020-08-27 10:55:51.935987
1350,1966,882,58800,711,2018-05-28 14:08:37.369243
1351,1376,2105,73436,629,2020-07-19 10:20:39.358847
1352,873,1036,86540,761,2020-05-13 12:05:37.682183
1353,386,1620,77586,827,2017-05-14 08:11:34.406252
1354,2486,2321,58790,712,2018-05-05 12:52:51.293774
1355,2636,284,94226,704,2020-05-26 23:15:22.144528
1356,2052,95,58730,654,2020-01-03 17:23:18.585193
1357,1480,2269,53678,701,2020-12-14 18:22:16.497971
1358,114,2973,53646,650,2020-04-13 17:37:12.287628
1359,470,1298,82740,668,2020-08-08 11:16:45.152973
1360,1567,1807,81115,777,2016-11-28 10:27:05.407757
1361,287,686,70265,580,2018-09-17 18:49:27.699305
1362,1190,657,73297,839,2016-06-18 12:50:42.661442
1363,776,910,70289,616,2016-07-11 12:52:29.385985
1364,2136,1968,59045,667,2019-06-19 11:29:30.024164
1365,998,1843,70294,652,2017-09-12 13:28:34.655139
1366,2494,1035,90098,546,2016-04-15 13:51:44.262815
1367,239,33,53389,656,2020-09-06 07:21:09.236067
1368,515,2983,86647,705,2018-02-21 19:36:53.110648
1369,2307,294,82028,720,2019-05-29 17:49:27.728239
1370,761,215,87495,573,2018-11-11 10:08:58.977490
1371,2766,520,76604,722,2020-04-20 21:55:00.717721
1372,820,434,71872,768,2016-07-16 07:57:04.263756
1373,2823,1871,61639,715,2020-02-10 15:30:51.644671
1374,2779,860,96590,705,2019-12-25 18:56:15.971639
1375,1962,2299,72449,803,2016-05-15 10:30:29.157161
1376,459,485,97172,726,2019-12-10 19:31:41.746360
1377,2167,2437,81690,689,2020-01-02 14:41:23.044236
1378,844,1517,59763,713,2020-07-16 14:40:31.333694
1379,2769,181,72381,766,2019-11-29 08:45:47.608687
1380,605,2644,87789,797,2018-05-01 17:04:34.783141
1381,15,2199,51315,736,2017-06-07 18:44:30.226294
1382,1576,1308,93284,698,2017-05-12 20:44:24.683522
1383,734,350,72197,741,2017-06-17 12:51:37.202319
1384,2167,1126,76346,550,2017-12-21 21:40:30.274569
1385,448,1435,72192,683,2016-05-23 10:19:37.644996
1386,2334,1367,81647,720,2018-05-31 17:37:21.233492
1387,12,2215,51723,724,2018-11-17 13:32:19.203789
1388,1369,174,76609,665,2016-02-04 16:41:24.242184
1389,1570,2290,71650,656,2020-08-21 10:24:47.774674
1390,1716,2605,87033,787,2020-05-01 21:15:12.377024
1391,2053,592,71175,709,2017-08-21 18:20:35.921861
1392,2210,658,52578,726,2017-02-01 09:07:11.793003
1393,722,949,90644,679,2020-11-30 12:15:32.299960
1394,21,1992,77099,700,2019-07-02 11:26:46.713315
1395,785,1260,88004,750,2021-01-01 16:48:45.359273
1396,1857,2586,52924,712,2016-04-20 10:39:49.051318
1397,2773,2378,77101,644,2017-05-07 14:31:33.661865
1398,1112,1294,83332,703,2018-04-10 15:41:16.393988
1399,2129,498,51010,621,2016-12-04 16:29:23.858922
1400,2644,1505,59205,593,2020-06-29 11:59:47.967287
1401,789,414,96408,614,2018-11-29 17:16:45.979745
1402,2095,1205,59403,557,2016-06-08 19:14:30.320086
1403,547,810,71646,490,2016-04-15 17:27:44.942474
1404,2845,2928,59918,887,2016-04-26 12:15:34.723149
1405,613,2925,71593,774,2016-06-16 11:29:00.838980
1406,2654,572,72915,704,2018-12-14 08:43:08.942508
1407,23,1123,59336,730,2020-04-18 16:21:43.932779
1408,1325,1880,52487,622,2016-05-03 10:32:28.490214
1409,1383,882,52493,740,2019-05-24 11:28:53.613584
1410,2834,2137,71255,679,2018-06-14 18:47:21.533978
1411,1290,1822,71267,699,2020-01-17 19:20:04.103397
1412,1105,2393,76751,711,2017-11-25 15:25:00.574432
1413,982,2000,51127,610,2019-03-03 19:20:38.571326
1414,378,59,52461,691,2019-06-03 09:38:42.983025
1415,1805,662,73013,796,2016-11-19 10:25:59.343793
1416,829,2794,75455,596,2019-07-10 09:55:10.949572
1417,359,534,99936,665,2017-04-19 09:04:08.610035
1418,159,2100,78979,718,2017-02-19 12:35:22.787460
1419,775,991,75101,786,2018-12-16 08:03:05.117382
1420,1079,318,75096,611,2018-07-06 15:48:25.369634
1421,612,2547,55601,711,2017-10-07 17:14:36.231861
1422,375,2988,98449,646,2017-04-24 12:42:27.967757
1423,2132,790,84388,607,2016-05-30 14:38:34.659922
1424,2709,2750,85347,695,2020-07-11 12:47:45.084872
1425,773,2988,75035,601,2017-10-08 12:26:34.962160
1426,2435,1719,60904,686,2018-03-09 07:21:13.579857
1427,2476,1613,64498,571,2020-06-25 12:18:08.257396
1428,1792,2200,91593,814,2020-12-30 09:58:46.678878
1429,665,2790,74272,709,2017-04-18 15:27:40.790831
1430,77,2837,74285,658,2016-06-16 14:40:42.597696
1431,1012,1056,60886,733,2020-03-06 12:18:50.383830
1432,205,1484,50255,663,2020-03-07 08:36:02.085067
1433,1750,218,82307,769,2018-01-10 06:43:21.052293
1434,437,1310,80415,687,2016-02-08 16:28:12.325876
1435,386,2940,91429,708,2018-05-18 12:29:55.859171
1436,1587,2938,56494,858,2016-07-25 17:32:14.558488
1437,137,1242,95585,658,2017-11-28 11:00:30.931789
1438,2178,2372,79825,660,2016-04-10 16:29:00.549851
1439,668,1237,56377,828,2018-03-16 07:01:30.007510
1440,582,1190,79859,580,2017-06-05 07:32:44.312037
1441,2276,890,89694,741,2019-07-17 14:26:48.373066
1442,2143,417,84731,751,2017-12-08 08:08:56.387052
1443,220,327,56749,754,2020-09-09 01:25:56.986960
1444,1404,1365,84775,689,2018-11-30 15:12:23.886715
1445,1738,26,79699,632,2018-05-12 09:29:53.931042
1446,205,2069,56852,661,2018-06-18 14:02:49.356169
1447,2970,2518,88595,705,2018-06-10 18:09:47.056704
1448,2463,1257,89752,675,2016-12-31 12:33:04.083530
1449,2902,1880,66479,735,2018-07-08 19:57:53.349774
1450,2519,872,85102,550,2019-06-21 18:00:45.089596
1451,1211,1721,60720,730,2019-06-28 18:48:38.751537
1452,1541,634,75003,734,2017-07-12 12:25:13.641988
1453,1750,1481,98417,681,2018-02-17 17:10:48.060000
1454,1369,781,85051,781,2018-11-10 11:02:08.696818
1455,217,1576,74648,513,2018-02-11 17:34:46.911193
1456,593,2055,63796,729,2017-07-27 20:31:11.577227
1457,67,267,50714,503,2017-11-28 13:38:54.634056
1458,49,1048,83791,670,2020-03-24 21:22:09.779135
1459,2608,829,89977,785,2020-10-02 20:39:15.649303
1460,2556,2477,96062,689,2018-10-09 16:48:36.915135
1461,2589,2539,61029,702,2017-12-18 11:24:34.849932
1462,1402,1311,83825,818,2018-12-08 12:31:51.791360
1463,2174,300,78167,744,2020-05-16 12:51:20.765277
1464,2269,1526,80645,698,2018-03-09 13:38:18.531437
1465,529,2985,60265,760,2020-07-03 13:44:49.159301
1466,2220,439,53846,763,2020-07-14 12:19:38.035338
1467,1724,77,88158,735,2016-08-22 06:40:26.734981
1468,1888,599,73600,651,2016-12-16 11:32:54.051490
1469,386,851,98986,695,2016-12-21 17:25:34.718632
1470,1987,645,58682,603,2020-05-01 14:03:53.913392
1471,1414,2149,80898,716,2020-10-19 12:28:42.919491
1472,393,2013,53754,679,2019-10-22 07:54:42.008841
1473,1290,2710,61152,620,2019-06-14 19:49:26.669626
1474,1534,932,54006,620,2017-12-22 13:45:07.919947
1475,2956,498,51415,802,2017-06-15 15:02:56.390666
1476,1565,2173,78402,769,2018-10-08 16:43:22.361496
1477,2334,2870,97012,765,2020-05-20 16:41:58.306074
1478,2624,1506,95928,670,2019-10-08 22:00:17.575315
1479,1648,371,78355,686,2019-08-08 15:26:08.051867
1480,1496,2596,50481,759,2018-03-17 20:28:45.548508
1481,1566,746,54900,685,2020-06-07 15:45:50.037892
1482,2731,401,67806,644,2020-08-05 11:21:07.616223
1483,1503,1167,64246,667,2017-11-30 11:16:15.307702
1484,1735,1923,88300,779,2018-02-26 13:52:49.197048
1485,2833,2524,85933,736,2020-01-23 12:26:52.188870
1486,2516,961,92834,787,2018-12-03 20:11:46.828104
1487,2979,2495,60318,748,2020-04-19 17:00:39.295678
1488,2450,2915,85937,705,2017-12-13 09:14:30.548248
1489,729,138,64090,837,2018-12-24 12:23:43.309652
1490,1431,1262,50108,713,2019-12-30 12:33:48.532236
1491,2291,780,96730,709,2019-07-14 22:55:32.018690
1492,191,740,73617,807,2020-01-17 09:29:11.025392
1493,2209,277,48966,575,2018-05-08 11:59:19.008301
1494,2167,2315,49073,669,2020-05-20 12:11:28.312411
1495,1098,2641,74449,869,2019-10-04 22:09:14.373097
1496,1534,1454,74204,668,2016-06-18 06:24:51.405435
1497,2327,191,51399,634,2016-07-21 17:09:29.889032
1498,2579,2871,93170,714,2020-09-27 18:23:48.836785
1499,1008,2093,93012,770,2021-01-02 19:03:59.725108
1500,2471,1891,50340,728,2017-07-06 12:38:04.385119
1501,268,1007,73224,795,2016-04-29 19:17:18.700859
1502,333,2986,73339,761,2018-04-28 10:20:55.354841
1503,2766,59,61483,714,2016-02-13 10:03:35.212444
1504,1278,213,74601,547,2017-09-03 10:57:20.890191
1505,353,1730,60209,692,2020-04-30 12:10:36.753618
1506,1277,800,73648,637,2017-05-10 00:31:45.337320
1507,690,1302,50518,681,2020-05-05 14:56:38.165495
1508,1472,366,50876,769,2016-06-06 09:05:40.939592
1509,1406,509,96702,668,2017-05-03 19:56:53.154582
1510,796,1279,92709,729,2020-06-12 14:00:13.188583
1511,2035,385,74283,639,2016-07-25 13:44:56.132550
1512,1396,1171,95860,712,2020-07-28 13:29:31.534554
1513,1806,1523,64280,723,2018-05-10 21:25:47.736122
1514,354,1467,64382,785,2020-05-19 09:02:02.998390
1515,1231,2251,55250,793,2017-07-16 07:43:59.597815
1516,2633,2413,55034,764,2020-12-05 15:38:59.827382
1517,1404,242,67563,750,2018-05-10 16:03:15.497581
1518,1324,2821,67577,723,2016-11-26 09:32:12.529810
1519,2702,1647,97684,800,2019-06-23 14:00:54.959412
1520,551,1430,68198,820,2020-05-21 22:00:07.187292
1521,1709,824,94399,739,2018-05-23 11:33:54.484989
1522,1841,2077,97604,789,2018-12-21 15:44:30.607587
1523,405,1974,53990,734,2017-06-25 14:01:23.743552
1524,825,1099,94593,756,2020-09-20 12:54:12.455553
1525,2817,2717,68266,713,2016-05-06 07:51:40.905217
1526,564,2212,64010,774,2016-07-09 19:21:36.801230
1527,2377,898,58233,858,2018-07-06 16:10:57.192314
1528,2241,1023,54287,719,2020-05-05 15:07:01.503611
1529,2528,2180,54386,657,2018-06-21 17:35:42.061995
1530,2776,2964,95609,703,2017-01-26 13:21:12.173977
1531,1180,657,65947,732,2020-07-18 18:37:15.128053
1532,1023,1444,95341,649,2020-12-21 11:17:18.897258
1533,1627,1397,57194,686,2018-09-05 10:26:04.024117
1534,1263,2219,65027,731,2016-02-09 18:17:13.877111
1535,2324,1409,95677,643,2018-09-20 19:58:30.221720
1536,1472,2096,56938,680,2020-05-09 08:41:53.728064
1537,2337,1512,95577,660,2018-01-07 10:56:03.187283
1538,1173,1393,98212,710,2016-12-08 12:41:38.531845
1539,1316,2938,94984,606,2018-06-12 18:16:08.514478
1540,1926,1760,55493,711,2016-07-15 14:58:28.982113
1541,1880,810,56011,758,2019-05-09 02:19:27.492455
1542,2644,366,55889,752,2019-06-04 08:15:19.028175
1543,2484,1747,66551,625,2017-08-18 12:21:52.773983
1544,1131,608,95156,652,2018-05-12 12:20:39.090123
1545,2178,972,66658,685,2020-02-04 20:08:09.262457
1546,2934,78,52241,580,2020-09-13 18:06:02.887708
1547,2647,2575,52222,720,2019-04-14 22:48:20.067730
1548,2456,2904,97292,689,2017-01-26 11:06:52.639663
1549,1677,2081,71825,688,2018-06-18 14:36:14.772631
1550,976,465,71474,666,2016-07-09 19:04:57.581689
1551,1535,2182,52553,733,2017-01-09 12:45:23.980470
1552,986,1456,71308,636,2016-05-25 11:02:57.682214
1553,2688,1774,96465,731,2019-04-12 13:33:21.630295
1554,483,992,72519,768,2020-06-06 10:28:46.480448
1555,2880,112,72520,651,2018-01-03 16:18:35.555082
1556,2688,2043,59738,793,2018-11-25 08:14:18.633075
1557,234,1059,51430,648,2017-06-26 16:25:07.122318
1558,1932,2349,59649,733,2019-12-14 13:56:35.270481
1559,1806,1984,51945,709,2017-04-21 11:36:41.161775
1560,2101,2371,51926,780,2019-09-01 22:25:35.236231
1561,1673,1170,72162,800,2018-01-04 13:24:23.615606
1562,2251,1323,72089,673,2018-07-07 14:12:30.730616
1563,1822,1488,63248,749,2018-10-11 08:19:49.758614
1564,1476,1629,94123,797,2019-06-07 18:20:06.494070
1565,2253,2101,58829,711,2020-05-03 11:09:09.768054
1566,1857,1577,63170,652,2016-08-03 10:24:27.988458
1567,2572,230,53604,717,2019-10-26 17:05:25.236424
1568,1212,562,53919,808,2019-05-09 13:50:49.589146
1569,110,2059,94277,777,2018-06-18 10:14:58.839240
1570,1877,1208,69165,753,2020-12-29 14:14:58.512417
1571,2096,273,94205,832,2019-12-28 16:49:05.822576
1572,2278,2831,99000,602,2019-06-11 21:11:02.010615
1573,1496,529,93187,526,2019-02-28 09:11:03.612339
1574,1512,2644,58966,796,2019-05-19 14:59:45.881470
1575,2528,1736,99170,902,2018-01-26 13:36:19.838644
1576,681,1474,96349,630,2020-05-23 13:21:11.305815
1577,120,1214,62707,673,2018-04-11 10:24:36.060445
1578,851,2314,52779,700,2017-08-16 22:06:23.427872
1579,1327,2662,62640,664,2019-08-19 15:07:22.259645
1580,2979,292,62601,801,2020-04-20 15:37:34.883078
1581,2833,49,53384,671,2016-01-15 13:54:59.979926
1582,2471,2995,53041,689,2020-02-25 12:09:39.026294
1583,216,169,70593,761,2016-08-06 20:16:52.834341
1584,1212,1560,88609,726,2018-08-03 16:02:56.971784
1585,1735,2099,80439,764,2017-06-20 16:00:57.130195
1586,2346,2223,75919,716,2018-02-06 07:01:41.206009
1587,313,1323,85535,753,2019-09-02 10:21:38.146141
1588,1613,2506,78108,568,2017-01-23 14:10:51.977163
1589,2840,1706,87874,616,2019-01-04 15:39:25.953910
1590,2229,2169,90813,712,2017-06-07 13:58:56.695643
1591,2429,2951,88875,763,2019-11-28 12:31:43.471956
1592,1331,325,75345,647,2018-08-07 09:38:10.483904
1593,465,430,79228,786,2017-08-03 18:36:41.555851
1594,2406,2812,83046,682,2020-12-11 11:15:23.083376
1595,1540,2100,78249,713,2021-01-01 06:02:19.136099
1596,2057,2871,79309,798,2018-06-01 08:01:44.936659
1597,78,583,75219,861,2019-04-16 13:37:03.429780
1598,338,999,83776,725,2018-12-20 13:37:58.382004
1599,2368,1394,77679,559,2017-12-06 15:14:42.233070
1600,2350,2661,87721,659,2020-06-25 15:32:40.643566
1601,2947,183,80705,770,2019-06-04 18:25:03.659115
1602,465,176,4571,630,2018-04-18 22:22:16.938166
1603,529,529,91177,673,2019-07-30 11:17:31.035941
1604,2463,1811,83169,782,2020-06-13 15:03:49.236723
1605,1128,778,75447,667,2020-05-31 11:37:52.505123
1606,747,1813,89858,801,2018-05-18 12:58:08.829017
1607,2286,938,84932,668,2019-11-19 07:36:44.797573
1608,1288,594,85465,799,2019-05-05 18:02:00.681425
1609,2477,882,77096,700,2018-05-23 10:47:48.410379
1610,2803,1156,84236,546,2018-07-02 16:58:11.514029
1611,950,929,91334,671,2020-02-02 19:55:26.932463
1612,598,2026,88092,601,2019-01-26 17:26:18.674659
1613,2414,1968,83209,752,2017-07-17 17:10:47.341457
1614,1546,344,82531,828,2020-11-29 06:19:04.934016
1615,2259,2088,77268,636,2017-07-26 08:08:51.272370
1616,2791,826,85372,688,2020-08-19 18:31:23.539334
1617,2202,1012,90688,773,2017-07-03 07:34:24.646975
1618,266,716,81099,682,2018-06-15 10:59:46.704632
1619,580,983,76423,666,2018-07-29 07:45:33.477276
1620,460,1360,75000,672,2018-11-10 13:28:34.992059
1621,409,2501,81102,663,2018-04-25 08:45:56.259407
1622,531,1690,76220,628,2021-01-02 08:23:02.794474
1623,1727,1872,79191,735,2017-09-22 18:04:48.217800
1624,564,2282,82852,680,2017-08-06 13:09:11.537668
1625,2125,1957,87131,743,2017-05-23 09:07:46.931337
1626,2307,40,91003,731,2019-01-26 11:55:37.779158
1627,1290,1813,89763,717,2019-07-24 21:12:03.295503
1628,1608,963,76313,571,2018-10-18 12:24:05.582227
1629,582,856,80814,736,2020-12-28 11:20:10.776654
1630,1551,2665,82370,726,2019-09-05 09:38:10.993800
1631,2805,2072,87129,707,2019-06-04 18:45:37.984884
1632,1402,1991,74956,679,2016-05-01 12:32:47.535036
1633,2508,2722,89240,791,2019-06-13 18:58:50.248594
1634,1926,1066,70607,710,2018-12-10 09:26:30.105625
1635,705,1041,63898,768,2017-05-09 09:40:39.746592
1636,1062,1800,70346,656,2020-04-24 10:17:31.933478
1637,2031,756,72208,672,2016-08-04 15:41:55.802430
1638,1093,2254,72198,797,2017-03-10 20:53:52.117067
1639,1857,2749,93947,637,2020-08-01 09:19:19.040359
1640,1962,793,85261,664,2020-04-05 09:19:58.470650
1641,240,1576,89644,754,2019-09-23 12:40:14.477658
1642,1517,1199,76324,764,2018-12-02 13:03:51.389740
1643,2052,2513,58971,806,2016-07-13 11:29:50.659175
1644,691,1436,63863,684,2017-02-10 17:15:04.330750
1645,1877,430,55909,678,2020-05-22 19:15:52.506806
1646,2932,465,70327,670,2018-07-06 19:24:49.355675
1647,619,864,65646,717,2017-08-13 22:16:30.356980
1648,1376,513,89516,751,2017-04-29 15:16:22.128343
1649,2895,2294,88156,610,2020-11-09 10:39:43.482003
1650,1217,2886,97417,705,2019-11-11 17:41:00.536079
1651,59,693,58317,624,2020-11-26 11:58:06.787208
1652,2822,2957,97431,762,2020-10-15 20:59:30.155675
1653,1894,1052,72139,630,2020-08-19 16:28:09.597180
1654,323,856,50512,644,2016-05-30 09:45:22.869875
1655,708,2681,90620,754,2017-09-26 09:10:43.678433
1656,954,838,93603,831,2017-07-07 12:32:03.701690
1657,2136,1766,61258,717,2020-02-15 13:36:23.432037
1658,2208,1766,79741,623,2020-07-14 14:10:42.318623
1659,79,2912,61200,771,2017-12-26 00:48:52.273413
1660,1691,1803,71365,705,2016-07-08 17:41:31.010381
1661,1153,1415,92042,547,2017-12-29 19:51:14.711054
1662,1857,2736,76760,635,2019-12-03 14:54:48.129234
1663,1654,594,99077,752,2016-11-30 11:45:21.677900
1664,2377,1946,82101,785,2018-04-01 17:39:36.488373
1665,2519,1751,76756,787,2019-05-15 11:06:14.472853
1666,973,1661,61175,826,2016-05-10 13:35:26.331583
1667,605,1062,95953,694,2019-08-17 16:17:06.124220
1668,2094,1480,71468,710,2017-12-03 10:33:46.746332
1669,1062,1816,51600,777,2020-08-09 18:52:21.431824
1670,500,322,55541,680,2018-03-06 15:49:49.905637
1671,2803,1294,71870,655,2018-06-26 17:42:11.562290
1672,1573,2750,93777,883,2016-11-14 19:23:30.705454
1673,1154,2048,57853,836,2016-06-24 13:19:35.243632
1674,2595,1599,52140,616,2019-07-30 15:33:31.009522
1675,1673,2599,77028,615,2018-08-05 23:04:22.138357
1676,1741,2370,59108,630,2020-12-28 20:43:40.334238
1677,1085,2735,71075,703,2016-04-13 14:49:29.271978
1678,2263,2127,61373,847,2019-01-11 14:42:21.229408
1679,2449,467,81910,853,2016-08-11 14:03:48.864197
1680,1984,2205,65503,732,2019-06-06 14:24:41.909502
1681,1911,1849,76937,743,2016-06-27 10:48:28.686418
1682,174,2766,91396,643,2020-06-03 17:41:53.559039
1683,1754,1712,57064,621,2020-07-09 07:55:20.373794
1684,2362,718,79234,818,2019-08-01 13:35:36.045252
1685,1181,1338,63008,684,2019-12-19 17:14:28.738795
1686,545,1858,84604,829,2016-12-13 18:05:59.928198
1687,1957,1818,78592,646,2017-01-20 08:36:43.585905
1688,324,1008,68153,764,2020-01-19 17:38:32.756734
1689,1040,1251,81210,668,2020-06-10 23:30:10.640797
1690,1873,134,67958,684,2018-05-14 10:16:39.296702
1691,547,1492,63661,778,2016-06-01 19:32:44.380683
1692,2788,1089,91660,761,2019-06-30 12:10:44.021892
1693,2379,1739,68032,592,2020-05-17 08:37:58.497171
1694,1128,312,56867,748,2020-03-02 16:29:32.144508
1695,686,586,96097,579,2019-02-14 19:36:39.726692
1696,422,475,63340,808,2017-02-22 15:30:23.922288
1697,1470,574,66585,746,2017-05-10 14:25:58.220090
1698,1474,1389,80873,711,2018-09-12 12:32:44.020268
1699,358,1071,83687,719,2018-08-09 18:39:10.811409
1700,2938,823,87124,764,2016-05-05 23:14:44.685241
1701,513,1453,58610,774,2020-07-10 09:18:38.306304
1702,2911,2624,96172,708,2019-08-18 17:15:41.290432
1703,656,2532,78992,613,2018-08-07 14:58:28.568303
1704,1534,2428,58639,757,2019-04-30 14:14:17.968101
1705,238,1537,57262,794,2018-12-14 15:15:19.156162
1706,1050,2733,67249,571,2018-06-10 14:24:09.100858
1707,2277,2265,81071,691,2019-10-29 10:35:59.003400
1708,2112,57,84313,822,2016-07-30 12:11:45.007214
1709,547,569,67070,773,2017-06-30 09:07:47.444927
1710,1400,2636,84450,734,2018-05-10 20:08:38.054813
1711,308,1402,57537,701,2016-04-16 20:01:23.218315
1712,487,2875,98350,766,2019-04-12 15:14:34.380035
1713,1040,1174,58865,845,2019-12-04 12:10:36.868561
1714,486,1163,52894,749,2017-01-08 11:18:24.954629
1715,1387,375,41988,670,2018-06-06 11:19:59.999995
1716,134,1077,86936,683,2019-06-02 16:58:07.327439
1717,2283,2793,96028,803,2018-04-21 12:21:59.791262
1718,1652,1598,77550,639,2017-11-16 09:53:59.243178
1719,1835,1285,94024,801,2019-10-14 11:54:40.666760
1720,2077,974,55984,715,2019-07-29 12:11:25.294114
1721,287,1611,97463,726,2018-09-29 14:41:47.085369
1722,56,302,99197,647,2017-12-20 19:32:55.309279
1723,533,283,94412,717,2018-01-09 17:13:33.293261
1724,2670,1032,81341,751,2016-12-24 11:56:20.718544
1725,160,2588,68720,689,2017-06-04 15:22:52.800337
1726,2303,2777,52783,684,2020-07-12 15:33:27.267282
1727,2808,2687,56596,703,2016-09-03 13:19:04.077202
1728,1613,156,90797,663,2020-01-07 19:13:42.341053
1729,2169,308,81274,696,2016-07-29 19:15:41.466938
1730,1282,772,56589,687,2020-08-03 15:35:33.113929
1731,672,527,80770,868,2018-11-30 14:13:22.895002
1732,1724,2415,62381,666,2018-12-27 19:40:00.518687
1733,2222,2673,50264,757,2018-10-24 18:53:33.000207
1734,67,1798,69107,568,2016-01-30 19:26:10.919434
1735,1271,158,91789,735,2020-11-14 20:19:28.958486
1736,750,184,56373,714,2017-05-19 21:04:41.285244
1737,1667,151,77809,693,2016-10-25 13:07:11.098188
1738,55,1483,63756,746,2018-09-11 18:09:20.671686
1739,2957,1077,84855,717,2020-01-09 22:32:31.432298
1740,940,2989,83552,787,2017-01-24 09:44:07.824924
1741,1040,2089,84875,591,2019-04-15 20:00:40.026478
1742,996,2144,56483,706,2019-06-02 00:50:06.338632
1743,448,1406,74001,724,2018-01-14 11:08:15.516367
1744,1075,1233,54123,688,2016-06-29 13:30:34.142177
1745,2602,1873,72730,746,2016-04-29 15:58:02.407558
1746,2022,1009,74038,728,2020-11-13 08:52:00.441033
1747,2732,933,82469,681,2016-11-17 17:01:37.724466
1748,1034,248,92816,720,2017-05-14 10:49:15.647304
1749,667,590,80234,669,2019-08-29 18:12:30.812276
1750,2077,1445,96987,774,2018-11-19 20:20:15.002735
1751,1591,425,86508,678,2018-07-29 15:52:02.400547
1752,42,2440,65023,778,2020-08-09 18:37:44.579937
1753,2959,2101,76032,710,2016-07-18 13:04:13.157144
1754,2161,2538,64342,623,2016-08-17 13:59:24.034128
1755,2237,900,58264,616,2019-12-04 08:39:22.589964
1756,1331,1641,73094,761,2017-05-23 12:18:48.740518
1757,2736,1329,52397,700,2019-07-13 08:34:18.938416
1758,2884,1832,93070,762,2016-06-28 08:27:16.574361
1759,1261,1915,73305,747,2018-06-10 15:46:11.409626
1760,205,1452,95714,692,2020-11-23 17:22:54.552585
1761,1480,1687,59430,768,2020-04-18 15:17:17.301401
1762,30,359,64922,785,2019-01-07 15:21:24.746893
1763,1403,903,54558,658,2018-04-17 15:11:51.222454
1764,863,2677,97712,746,2018-04-23 16:18:55.063939
1765,1868,1403,90256,780,2016-02-12 19:02:43.101531
1766,2486,448,98789,634,2019-09-11 16:01:50.122314
1767,2169,2694,98725,815,2016-11-27 17:54:54.561852
1768,333,2509,74775,738,2016-07-04 16:11:42.357621
1769,2320,243,59687,916,2017-06-23 11:21:46.188380
1770,2559,52,75049,720,2017-02-16 16:17:24.380688
1771,2266,931,64360,733,2020-04-13 14:14:50.610566
1772,1050,1211,53855,617,2017-05-09 17:11:28.427976
1773,1841,311,92655,689,2017-12-21 18:58:34.167774
1774,501,796,92596,627,2020-08-31 19:04:49.012780
1775,771,2829,92716,764,2020-12-17 18:25:57.638617
1776,760,2163,64472,671,2018-01-19 02:49:55.854224
1777,2196,1707,59868,828,2018-01-03 15:05:39.362935
1778,101,1726,97249,689,2020-04-05 11:42:45.948874
1779,1131,1589,51689,674,2020-02-23 11:54:32.511398
1780,2439,1314,74403,636,2017-06-22 21:33:19.190777
1781,682,921,63280,679,2016-04-16 10:07:50.445714
1782,1204,1423,57507,753,2017-08-31 16:22:55.831440
1783,2450,2963,50279,597,2016-05-09 15:14:08.411091
1784,1376,1280,52270,678,2016-08-01 00:20:46.941984
1785,471,1472,95422,698,2017-05-10 15:34:33.311879
1786,2991,171,61862,736,2016-09-20 16:30:35.339445
1787,2732,1175,96197,717,2016-12-25 15:13:20.894901
1788,1543,2436,90739,774,2017-11-26 18:45:39.929249
1789,1587,2837,67024,809,2019-12-02 09:13:57.338663
1790,551,2091,75597,810,2018-09-20 16:07:42.606688
1791,2414,394,84981,820,2019-06-24 14:46:01.819466
1792,67,2297,54259,772,2016-06-08 18:13:08.949306
1793,750,1027,69209,659,2017-05-28 15:53:49.952649
1794,2681,304,50831,707,2019-02-25 17:24:27.875940
1795,2188,866,57832,709,2020-01-24 17:59:26.906616
